recv_time,is_race_on,timestamp_ms,engine_max_rpm,engine_idle_rpm,current_engine_rpm,acceleration_x,acceleration_y,acceleration_z,velocity_x,velocity_y,velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,yaw,pitch,roll,norm_susp_travel_fl,norm_susp_travel_fr,norm_susp_travel_rl,norm_susp_travel_rr,tire_slip_ratio_fl,tire_slip_ratio_fr,tire_slip_ratio_rl,tire_slip_ratio_rr,wheel_rot_speed_fl,wheel_rot_speed_fr,wheel_rot_speed_rl,wheel_rot_speed_rr,wheel_on_rumble_fl,wheel_on_rumble_fr,wheel_on_rumble_rl,wheel_on_rumble_rr,wheel_in_puddle_fl,wheel_in_puddle_fr,wheel_in_puddle_rl,wheel_in_puddle_rr,surface_rumble_fl,surface_rumble_fr,surface_rumble_rl,surface_rumble_rr,tire_slip_angle_fl,tire_slip_angle_fr,tire_slip_angle_rl,tire_slip_angle_rr,tire_combined_slip_fl,tire_combined_slip_fr,tire_combined_slip_rl,tire_combined_slip_rr,susp_travel_m_fl,susp_travel_m_fr,susp_travel_m_rl,susp_travel_m_rr,car_ordinal,car_class,car_performance_index,drivetrain_type,num_cylinders,position_x,position_y,position_z,speed,power,torque,tire_temp_fl,tire_temp_fr,tire_temp_rl,tire_temp_rr,boost,fuel,distance_traveled,best_lap,last_lap,current_lap,current_race_time,lap_number,race_position,accel,brake,clutch,handbrake,gear,steer,normalized_driving_line,normalized_ai_brake_difference,speed_kmh,speed_mph,gear_label,is_racing,dash_base
1780064440.823,1,49637000,8599.9951171875,799.99951171875,5125.26123046875,5.0933027267456055,0.6674265265464783,4.837260723114014,-1.0241737365722656,-0.1701180636882782,28.810321807861328,-0.016229109838604927,-0.14915181696414948,-0.028068114072084427,-1.9962661266326904,-0.005836399272084236,0.006820037495344877,0.520534336566925,0.4029581546783447,0.6131360530853271,0.5065032243728638,0.14055560529232025,0.17052611708641052,0.15228666365146637,0.14705635607242584,91.04772186279297,92.11714935302734,92.24784851074219,92.85653686523438,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02852441370487213,-0.01921309158205986,0.2227088063955307,0.23261381685733795,0.14342078566551208,0.17160506546497345,0.26979705691337585,0.2751994729042053,0.005292356014251709,-0.004788205027580261,0.01471070945262909,0.005976065993309021,269,3,661,2,6,-840.5386962890625,105.2924575805664,-4860.64013671875,28.829021453857422,267283.53125,498.17913818359375,166.06834411621094,167.79129028320312,159.54605102539062,159.54605102539062,14.494120597839355,1.0,0.0,0.0,0.0,0.0,1409.44873046875,0,0,255,0,0,0,3,-9,65,0,103.78,64.49,3,True,244
1780064440.834,1,49637015,8599.9951171875,799.99951171875,5132.8349609375,5.29196834564209,0.6576552987098694,4.619794845581055,-0.9403295516967773,-0.169683039188385,28.856815338134766,-0.01483325008302927,-0.16057612001895905,-0.024892225861549377,-1.9976847171783447,-0.005965779535472393,0.006592451129108667,0.5179598331451416,0.4028736650943756,0.6153064370155334,0.5104956030845642,0.1394851803779602,0.17385414242744446,0.15155769884586334,0.1450263112783432,91.14569854736328,92.31802368164062,92.35653686523438,93.00277709960938,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003709007578436285,0.007036950904875994,0.19893275201320648,0.20829565823078156,0.1394856721162796,0.17399649322032928,0.2500879168510437,0.25381040573120117,0.005071625113487244,-0.004795446991920471,0.014888495206832886,0.006303094327449799,269,3,661,2,6,-840.7728881835938,105.29241180419922,-4860.755859375,28.872631072998047,267726.5,498.2713317871094,166.05807495117188,167.7680206298828,159.54937744140625,159.54937744140625,14.494128227233887,1.0,0.0,0.0,0.0,0.0,1409.457763671875,0,0,255,0,0,0,3,-8,65,0,103.94,64.59,3,True,244
1780064440.841,1,49637015,8599.9951171875,799.99951171875,5140.47900390625,5.012145519256592,0.6238295435905457,4.912299156188965,-0.853759765625,-0.1696603149175644,28.9031925201416,-0.013849116861820221,-0.16905756294727325,-0.021605471149086952,-1.9991846084594727,-0.006083969492465258,0.006394883152097464,0.5152150392532349,0.40230482816696167,0.6169661283493042,0.5132402181625366,0.13927938044071198,0.17763078212738037,0.15047553181648254,0.14308999478816986,91.25653839111328,92.51837921142578,92.46544647216797,93.14490509033203,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04405409097671509,0.049852870404720306,0.17524999380111694,0.1839865893125534,0.14608047902584076,0.18449391424655914,0.23098798096179962,0.2330789864063263,0.0048362985253334045,-0.004844218492507935,0.015024445950984955,0.006527915596961975,269,3,661,2,6,-841.0067138671875,105.29240417480469,-4860.87109375,28.916296005249023,268175.34375,498.3650817871094,166.0476531982422,167.7449493408203,159.55165100097656,159.55165100097656,14.494135856628418,1.0,0.0,0.0,0.0,0.0,1409.466796875,0,0,255,0,0,0,3,-6,65,0,104.1,64.68,3,True,244
1780064440.851,1,49637031,8599.9951171875,799.99951171875,5148.0615234375,4.024157524108887,0.5877601504325867,5.246265888214111,-0.7677249908447266,-0.17012083530426025,28.948984146118164,-0.013249400071799755,-0.17493408918380737,-0.0193239226937294,-2.0007266998291016,-0.006194079294800758,0.006224836688488722,0.512150764465332,0.4014158248901367,0.6182043552398682,0.5151827335357666,0.1394466757774353,0.18156597018241882,0.14907369017601013,0.14114634692668915,91.37982177734375,92.7077407836914,92.57697296142578,93.27979278564453,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06695753335952759,0.07201418280601501,0.15221014618873596,0.16026249527931213,0.1546889990568161,0.19532600045204163,0.21305139362812042,0.2135564535856247,0.0045735761523246765,-0.004920437932014465,0.015125870704650879,0.00668703019618988,269,3,661,2,6,-841.2381591796875,105.29242706298828,-4860.9853515625,28.95966339111328,268622.25,498.4587707519531,166.03761291503906,167.72250366210938,159.55296325683594,159.55296325683594,14.49414348602295,1.0,0.0,0.0,0.0,0.0,1409.4757080078125,0,0,255,0,0,0,3,-5,65,0,104.25,64.78,3,True,244
1780064440.86,1,49637031,8599.9951171875,799.99951171875,5156.01513671875,4.683043479919434,0.5485783219337463,5.055911064147949,-0.6817998886108398,-0.1711341142654419,28.994949340820312,-0.012985466048121452,-0.1786034256219864,-0.017873743548989296,-2.0023226737976074,-0.006301666144281626,0.006069341208785772,0.5089373588562012,0.40020424127578735,0.6190136075019836,0.5164304375648499,0.14020872116088867,0.18443797528743744,0.14793258905410767,0.14017359912395477,91.51390075683594,92.8816909790039,92.70481872558594,93.42350006103516,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08689577132463455,0.09152802079916,0.12994113564491272,0.137170672416687,0.1649526059627533,0.20589983463287354,0.19689781963825226,0.19612351059913635,0.004298068583011627,-0.005024313926696777,0.01519215852022171,0.0067892372608184814,269,3,661,2,6,-841.4722290039062,105.29248046875,-4861.10009765625,29.003467559814453,269081.96875,498.55364990234375,166.0277862548828,167.70028686523438,159.55337524414062,159.55337524414062,14.49415111541748,1.0,0.0,0.0,0.0,0.0,1409.4847412109375,0,0,255,0,0,0,3,-4,65,0,104.41,64.88,3,True,244
1780064440.87,1,49637046,8599.9951171875,799.99951171875,5164.287109375,4.762430191040039,0.5179501175880432,4.833800315856934,-0.5960464477539062,-0.17275883257389069,29.040729522705078,-0.01302114687860012,-0.18049269914627075,-0.01635553687810898,-2.0039446353912354,-0.006408922839909792,0.005926593206822872,0.5054847598075867,0.398655503988266,0.6194148659706116,0.5171076059341431,0.14130781590938568,0.18681488931179047,0.14798521995544434,0.13985271751880646,91.6566390991211,93.04878234863281,92.84505462646484,93.57268524169922,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1037423238158226,0.10820988565683365,0.10820543020963669,0.11462891101837158,0.17530079185962677,0.21589158475399017,0.18332496285438538,0.18082745373249054,0.0040020570158958435,-0.005157098174095154,0.015225030481815338,0.006844706833362579,269,3,661,2,6,-841.707275390625,105.29256439208984,-4861.21484375,29.0473575592041,269565.5,498.65399169921875,166.01829528808594,167.67848205566406,159.55291748046875,159.55291748046875,14.494158744812012,1.0,0.0,0.0,0.0,0.0,1409.4937744140625,0,0,255,0,0,0,3,-3,65,0,104.57,64.98,3,True,244
1780064440.878,1,49637046,8599.9951171875,799.99951171875,5172.716796875,4.50913143157959,0.46771225333213806,5.028445720672607,-0.5104875564575195,-0.1751805692911148,29.085826873779297,-0.01310054212808609,-0.18129466474056244,-0.01425552275031805,-2.005563259124756,-0.006516137160360813,0.005801808554679155,0.5004665851593018,0.39576274156570435,0.6194695234298706,0.5171471238136292,0.14319142699241638,0.19021053612232208,0.14766104519367218,0.1400495320558548,91.80977630615234,93.2260971069336,92.98261260986328,93.72032165527344,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11748281866312027,0.12204574048519135,0.0867546796798706,0.09245018661022186,0.18521878123283386,0.22599825263023376,0.1712605059146881,0.16781212389469147,0.00357181578874588,-0.005405113101005554,0.01522950828075409,0.006847940385341644,269,3,661,2,6,-841.9408569335938,105.29266357421875,-4861.32861328125,29.090831756591797,270059.3125,498.7568359375,166.00926208496094,167.65725708007812,159.55177307128906,159.55177307128906,14.494166374206543,1.0,0.0,0.0,0.0,0.0,1409.502685546875,0,0,255,0,0,0,3,-2,65,0,104.73,65.07,3,True,244
1780064440.887,1,49637062,8599.9951171875,799.99951171875,5181.35205078125,4.726224899291992,0.40782758593559265,4.897786617279053,-0.42675304412841797,-0.17833299934864044,29.13096809387207,-0.012765724211931229,-0.18038010597229004,-0.014265904203057289,-2.0071911811828613,-0.006623406894505024,0.005686063319444656,0.49405431747436523,0.39140135049819946,0.6191022396087646,0.5168309211730957,0.14514926075935364,0.19530346989631653,0.14766548573970795,0.1398291140794754,91.9700927734375,93.41495513916016,93.1312026977539,93.85685729980469,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12946738302707672,0.13426826894283295,0.06617038697004318,0.07099469006061554,0.1944996565580368,0.2370050847530365,0.16181352734565735,0.15681971609592438,0.0030220523476600647,-0.005779042840003967,0.015199422836303711,0.006822042167186737,269,3,661,2,6,-842.1765747070312,105.29277038574219,-4861.44287109375,29.1346378326416,270565.75,498.862060546875,166.00050354003906,167.6362762451172,159.5500030517578,159.5500030517578,14.494174003601074,1.0,0.0,0.0,0.0,0.0,1409.51171875,0,0,255,0,0,0,3,-1,65,0,104.88,65.17,3,True,244
1780064440.898,1,49637078,8599.9951171875,799.99951171875,5189.96728515625,4.635477066040039,0.34465348720550537,4.8135504722595215,-0.34742069244384766,-0.18193663656711578,29.176204681396484,-0.01168003585189581,-0.1774720996618271,-0.01683722622692585,-2.0088088512420654,-0.006724177394062281,0.005554386880248785,0.4867928624153137,0.38618606328964233,0.6184881925582886,0.5163653492927551,0.14832375943660736,0.19891545176506042,0.14855574071407318,0.1389361023902893,92.14939880371094,93.5807113647461,93.29057312011719,93.98418426513672,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13977579772472382,0.14454412460327148,0.0474177710711956,0.051265325397253036,0.2038068026304245,0.245886892080307,0.15593990683555603,0.14809244871139526,0.0023994818329811096,-0.006226181983947754,0.015149123966693878,0.006783902645111084,269,3,661,2,6,-842.4140625,105.29287719726562,-4861.5576171875,29.17884063720703,271074.375,498.96832275390625,165.99195861816406,167.61557006835938,159.54766845703125,159.54766845703125,14.494174003601074,1.0,0.0,0.0,0.0,0.0,1409.520751953125,0,0,255,0,0,0,3,0,65,0,105.04,65.27,3,True,244
1780064440.905,1,49637078,8599.9951171875,799.99951171875,5198.31640625,4.54756498336792,0.30205237865448,4.830464839935303,-0.2742490768432617,-0.1856822669506073,29.221702575683594,-0.010133848525583744,-0.17332462966442108,-0.02077568881213665,-2.0104005336761475,-0.00681318948045373,0.00539020262658596,0.4790678918361664,0.3805992007255554,0.617581307888031,0.5157086253166199,0.15237858891487122,0.19866496324539185,0.14984378218650818,0.1378837525844574,92.34615325927734,93.69859313964844,93.45671844482422,94.10883331298828,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13275255262851715,0.1367885172367096,0.030574142932891846,0.03359963372349739,0.20209521055221558,0.2412029504776001,0.15293115377426147,0.14191852509975433,0.0017371699213981628,-0.006705179810523987,0.01507483422756195,0.006730109453201294,269,3,661,2,6,-842.6533203125,105.2929916381836,-4861.6728515625,29.22357940673828,271571.59375,499.0730285644531,165.98361206054688,167.59519958496094,159.54486083984375,159.54486083984375,14.494174003601074,1.0,0.0,0.0,0.0,0.0,1409.5299072265625,0,0,255,0,0,0,3,0,64,0,105.2,65.37,3,True,244
1780064440.945,1,49637093,8599.9951171875,799.99951171875,5206.24267578125,4.339775085449219,0.2316475212574005,4.76267671585083,-0.20908355712890625,-0.18929488956928253,29.266921997070312,-0.008317312225699425,-0.16870515048503876,-0.025345558300614357,-2.0119388103485107,-0.0068864161148667336,0.005187810864299536,0.4709624648094177,0.37493622303009033,0.6162720322608948,0.5150033235549927,0.15703685581684113,0.19440990686416626,0.1513056606054306,0.13669247925281525,92.5508804321289,93.7745361328125,93.62394714355469,94.22956085205078,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11496841162443161,0.11801755428314209,0.015773145481944084,0.018225781619548798,0.19462351500988007,0.22742769122123718,0.15212558209896088,0.1379021853208542,0.0010422393679618835,-0.007190704345703125,0.014967590570449829,0.006672337651252747,269,3,661,2,6,-842.89111328125,105.2930908203125,-4861.787109375,29.268281936645508,272040.46875,499.1649169921875,165.9752197265625,167.57516479492188,159.541748046875,159.541748046875,14.494174003601074,1.0,0.0,0.0,0.0,0.0,1409.5389404296875,0,0,255,0,0,0,3,0,64,0,105.37,65.47,3,True,244
1780064440.945,1,49637093,8599.9951171875,799.99951171875,5214.1552734375,4.128789901733398,0.18013446033000946,4.786426544189453,-0.15047264099121094,-0.19267889857292175,29.312480926513672,-0.006249982863664627,-0.163731187582016,-0.029891900718212128,-2.013446569442749,-0.006942871026694775,0.004941490478813648,0.4626303017139435,0.36942946910858154,0.6144091486930847,0.5144267678260803,0.1618381142616272,0.1894514262676239,0.15272320806980133,0.1352750062942505,92.75735473632812,93.8501205444336,93.7916259765625,94.34815979003906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09877166897058487,0.10101494193077087,0.002730728592723608,0.004817373584955931,0.18959805369377136,0.21469946205615997,0.15274761617183685,0.13536076247692108,0.00032787024974823,-0.007662832736968994,0.014814995229244232,0.0066251084208488464,269,3,661,2,6,-843.1314697265625,105.29318237304688,-4861.90234375,29.313499450683594,272491.125,499.234375,165.96636962890625,167.55471801757812,159.5383758544922,159.5383758544922,14.494174003601074,1.0,0.0,0.0,0.0,0.0,1409.548095703125,0,0,255,0,0,0,3,0,64,0,105.53,65.57,3,True,244
